,header,min_leven[from=nat],perc_min_leven[from=nat],min_leven[from=all],perc_min_leven[from=all]
44,seq_44,20.0,0.3225806451612903,17.0,0.27419354838709675
45,seq_45,18.0,0.2857142857142857,18.0,0.2857142857142857
46,seq_46,23.0,0.3484848484848485,21.0,0.3181818181818182
47,seq_47,18.0,0.29508196721311475,13.0,0.21311475409836064
48,seq_48,22.0,0.3333333333333333,19.0,0.3114754098360656
49,seq_49,19.0,0.2878787878787879,19.0,0.2878787878787879
50,seq_50,24.0,0.36363636363636365,24.0,0.36363636363636365
51,seq_51,32.0,0.48484848484848486,30.0,0.4838709677419355
52,seq_52,26.0,0.41935483870967744,23.0,0.3709677419354839
53,seq_53,30.0,0.45454545454545453,30.0,0.45454545454545453
54,seq_54,28.0,0.42424242424242425,27.0,0.4426229508196721
55,seq_55,33.0,0.5,33.0,0.5
56,seq_56,24.0,0.36363636363636365,23.0,0.3770491803278688
57,seq_57,45.0,0.5487804878048781,45.0,0.5487804878048781
58,seq_58,27.0,0.4090909090909091,27.0,0.4090909090909091
59,seq_59,15.0,0.2459016393442623,13.0,0.21666666666666667
60,seq_60,25.0,0.4032258064516129,22.0,0.3548387096774194
61,seq_61,23.0,0.3770491803278688,20.0,0.32786885245901637
62,seq_62,32.0,0.48484848484848486,32.0,0.48484848484848486
63,seq_63,28.0,0.4,28.0,0.4
64,seq_64,20.0,0.30303030303030304,17.0,0.27419354838709675
65,seq_65,18.0,0.2857142857142857,16.0,0.25396825396825395
66,seq_66,21.0,0.3333333333333333,20.0,0.31746031746031744
67,seq_67,31.0,0.4696969696969697,31.0,0.4696969696969697
68,seq_68,25.0,0.3787878787878788,23.0,0.3709677419354839
69,seq_69,22.0,0.3333333333333333,22.0,0.3333333333333333
70,seq_70,23.0,0.3709677419354839,21.0,0.3387096774193548
71,seq_71,12.0,0.19672131147540983,11.0,0.18032786885245902
72,seq_72,31.0,0.5081967213114754,30.0,0.4918032786885246
73,seq_73,27.0,0.4090909090909091,27.0,0.4090909090909091
74,seq_74,27.0,0.4090909090909091,27.0,0.4090909090909091
75,seq_75,26.0,0.3939393939393939,26.0,0.3939393939393939
76,seq_76,20.0,0.31746031746031744,20.0,0.31746031746031744
77,seq_77,15.0,0.2459016393442623,14.0,0.23333333333333334
78,seq_78,23.0,0.3484848484848485,21.0,0.3333333333333333
79,seq_79,20.0,0.30303030303030304,18.0,0.2903225806451613
80,seq_80,32.0,0.5161290322580645,29.0,0.46774193548387094
81,seq_81,29.0,0.4264705882352941,29.0,0.4264705882352941
82,seq_82,27.0,0.4426229508196721,24.0,0.39344262295081966
83,seq_83,26.0,0.3939393939393939,24.0,0.39344262295081966
84,seq_84,20.0,0.32786885245901637,19.0,0.3114754098360656
85,seq_85,12.0,0.18181818181818182,12.0,0.18181818181818182
86,seq_86,24.0,0.38095238095238093,23.0,0.36507936507936506
87,seq_87,27.0,0.4090909090909091,27.0,0.4090909090909091
88,seq_88,23.0,0.3484848484848485,22.0,0.36065573770491804
89,seq_89,31.0,0.4696969696969697,31.0,0.4696969696969697
90,seq_90,19.0,0.2878787878787879,18.0,0.2903225806451613
91,seq_91,23.0,0.3484848484848485,23.0,0.3484848484848485
92,seq_92,25.0,0.3787878787878788,24.0,0.38095238095238093
93,seq_93,21.0,0.3181818181818182,21.0,0.3181818181818182
94,seq_94,22.0,0.36065573770491804,18.0,0.29508196721311475
95,seq_95,30.0,0.45454545454545453,30.0,0.45454545454545453
96,seq_96,24.0,0.39344262295081966,19.0,0.31666666666666665
97,seq_97,16.0,0.25806451612903225,15.0,0.2459016393442623
98,seq_98,21.0,0.3442622950819672,18.0,0.29508196721311475
99,seq_99,20.0,0.32786885245901637,16.0,0.26666666666666666
