,header,min_leven[from=nat],perc_min_leven[from=nat],min_leven[from=all],perc_min_leven[from=all]
63,seq_63,42.0,0.5915492957746479,40.0,0.5633802816901409
64,seq_64,29.0,0.4393939393939394,29.0,0.4393939393939394
65,seq_65,32.0,0.48484848484848486,29.0,0.47540983606557374
66,seq_66,35.0,0.5303030303030303,35.0,0.5303030303030303
67,seq_67,38.0,0.5428571428571428,38.0,0.5428571428571428
68,seq_68,31.0,0.4696969696969697,31.0,0.4696969696969697
69,seq_69,27.0,0.4090909090909091,27.0,0.4090909090909091
70,seq_70,41.0,0.5774647887323944,41.0,0.5774647887323944
71,seq_71,34.0,0.5151515151515151,33.0,0.532258064516129
72,seq_72,32.0,0.48484848484848486,32.0,0.48484848484848486
73,seq_73,35.0,0.5555555555555556,32.0,0.5245901639344263
74,seq_74,32.0,0.48484848484848486,32.0,0.48484848484848486
75,seq_75,44.0,0.5866666666666667,44.0,0.5866666666666667
76,seq_76,39.0,0.5909090909090909,39.0,0.5909090909090909
77,seq_77,32.0,0.48484848484848486,32.0,0.48484848484848486
78,seq_78,37.0,0.5606060606060606,36.0,0.5901639344262295
79,seq_79,33.0,0.5,32.0,0.5161290322580645
80,seq_80,37.0,0.5068493150684932,37.0,0.5068493150684932
81,seq_81,24.0,0.36363636363636365,24.0,0.36363636363636365
82,seq_82,33.0,0.5,33.0,0.5
83,seq_83,32.0,0.48484848484848486,32.0,0.48484848484848486
84,seq_84,34.0,0.5151515151515151,34.0,0.5151515151515151
85,seq_85,31.0,0.49206349206349204,30.0,0.47619047619047616
86,seq_86,34.0,0.5151515151515151,34.0,0.5151515151515151
87,seq_87,38.0,0.5671641791044776,38.0,0.5671641791044776
88,seq_88,34.0,0.5151515151515151,34.0,0.5151515151515151
89,seq_89,33.0,0.532258064516129,33.0,0.532258064516129
90,seq_90,34.0,0.5151515151515151,34.0,0.5151515151515151
91,seq_91,32.0,0.48484848484848486,32.0,0.48484848484848486
92,seq_92,35.0,0.5072463768115942,35.0,0.5072463768115942
93,seq_93,34.0,0.5151515151515151,34.0,0.5151515151515151
94,seq_94,39.0,0.5909090909090909,37.0,0.5873015873015873
95,seq_95,38.0,0.6129032258064516,35.0,0.5645161290322581
96,seq_96,36.0,0.5454545454545454,34.0,0.5483870967741935
97,seq_97,36.0,0.5454545454545454,35.0,0.5645161290322581
98,seq_98,40.0,0.5633802816901409,38.0,0.5352112676056338
99,seq_99,35.0,0.5303030303030303,35.0,0.5303030303030303
