,header,min_leven[from=nat],perc_min_leven[from=nat],min_leven[from=all],perc_min_leven[from=all]
59,seq_59,12.0,0.18461538461538463,12.0,0.18461538461538463
60,seq_60,10.0,0.15384615384615385,10.0,0.15384615384615385
61,seq_61,11.0,0.16923076923076924,11.0,0.16923076923076924
62,seq_62,12.0,0.18461538461538463,12.0,0.18461538461538463
63,seq_63,13.0,0.2,13.0,0.2
64,seq_64,11.0,0.16923076923076924,11.0,0.16923076923076924
65,seq_65,12.0,0.18461538461538463,12.0,0.18461538461538463
66,seq_66,12.0,0.18461538461538463,12.0,0.18461538461538463
67,seq_67,11.0,0.16923076923076924,11.0,0.16923076923076924
68,seq_68,11.0,0.16923076923076924,11.0,0.16923076923076924
69,seq_69,12.0,0.18461538461538463,12.0,0.18461538461538463
70,seq_70,10.0,0.15384615384615385,10.0,0.15384615384615385
71,seq_71,13.0,0.2,13.0,0.2
72,seq_72,12.0,0.18461538461538463,12.0,0.18461538461538463
73,seq_73,14.0,0.2153846153846154,14.0,0.2153846153846154
74,seq_74,12.0,0.18461538461538463,12.0,0.18461538461538463
75,seq_75,15.0,0.23076923076923078,15.0,0.23076923076923078
76,seq_76,12.0,0.18461538461538463,12.0,0.18461538461538463
77,seq_77,11.0,0.16923076923076924,11.0,0.16923076923076924
78,seq_78,14.0,0.2153846153846154,14.0,0.2153846153846154
79,seq_79,10.0,0.15384615384615385,10.0,0.15384615384615385
80,seq_80,14.0,0.2153846153846154,14.0,0.2153846153846154
81,seq_81,10.0,0.15384615384615385,10.0,0.15384615384615385
82,seq_82,13.0,0.2,13.0,0.2
83,seq_83,11.0,0.16923076923076924,11.0,0.16923076923076924
84,seq_84,13.0,0.2,13.0,0.2
85,seq_85,11.0,0.16923076923076924,11.0,0.16923076923076924
86,seq_86,12.0,0.18461538461538463,12.0,0.18461538461538463
87,seq_87,9.0,0.13846153846153847,9.0,0.13846153846153847
88,seq_88,14.0,0.2153846153846154,14.0,0.2153846153846154
89,seq_89,15.0,0.23076923076923078,15.0,0.23076923076923078
90,seq_90,11.0,0.16923076923076924,11.0,0.16923076923076924
91,seq_91,11.0,0.16923076923076924,11.0,0.16923076923076924
92,seq_92,13.0,0.2,13.0,0.2
93,seq_93,12.0,0.18461538461538463,12.0,0.18461538461538463
94,seq_94,12.0,0.18461538461538463,12.0,0.18461538461538463
95,seq_95,9.0,0.13846153846153847,9.0,0.13846153846153847
96,seq_96,13.0,0.2,13.0,0.2
97,seq_97,11.0,0.16923076923076924,11.0,0.16923076923076924
98,seq_98,12.0,0.18461538461538463,12.0,0.18461538461538463
99,seq_99,12.0,0.18461538461538463,12.0,0.18461538461538463
