,header,min_leven[from=nat],perc_min_leven[from=nat],min_leven[from=all],perc_min_leven[from=all]
77,seq_77,19.0,0.2878787878787879,19.0,0.2878787878787879
78,seq_78,22.0,0.3333333333333333,22.0,0.3333333333333333
79,seq_79,16.0,0.24242424242424243,16.0,0.24242424242424243
80,seq_80,23.0,0.3709677419354839,23.0,0.3709677419354839
81,seq_81,13.0,0.19696969696969696,13.0,0.19696969696969696
82,seq_82,21.0,0.3181818181818182,21.0,0.3181818181818182
83,seq_83,19.0,0.2878787878787879,19.0,0.2878787878787879
84,seq_84,21.0,0.3181818181818182,21.0,0.3181818181818182
85,seq_85,23.0,0.3484848484848485,23.0,0.3484848484848485
86,seq_86,22.0,0.3333333333333333,22.0,0.3333333333333333
87,seq_87,20.0,0.30303030303030304,20.0,0.30303030303030304
88,seq_88,15.0,0.22727272727272727,15.0,0.22727272727272727
89,seq_89,20.0,0.30303030303030304,20.0,0.30303030303030304
90,seq_90,17.0,0.25757575757575757,17.0,0.25757575757575757
91,seq_91,17.0,0.25757575757575757,17.0,0.25757575757575757
92,seq_92,20.0,0.30303030303030304,20.0,0.30303030303030304
93,seq_93,20.0,0.3225806451612903,20.0,0.3225806451612903
94,seq_94,23.0,0.3709677419354839,23.0,0.3709677419354839
95,seq_95,23.0,0.3484848484848485,23.0,0.3484848484848485
96,seq_96,20.0,0.30303030303030304,20.0,0.30303030303030304
97,seq_97,22.0,0.3333333333333333,22.0,0.3333333333333333
98,seq_98,26.0,0.3939393939393939,26.0,0.3939393939393939
99,seq_99,22.0,0.3333333333333333,22.0,0.3333333333333333
