,header,min_leven[from=nat],perc_min_leven[from=nat],min_leven[from=all],perc_min_leven[from=all]
45,seq_45,39.0,0.5909090909090909,39.0,0.5909090909090909
46,seq_46,25.0,0.4032258064516129,25.0,0.4032258064516129
47,seq_47,38.0,0.6129032258064516,37.0,0.5967741935483871
48,seq_48,35.0,0.5645161290322581,35.0,0.5645161290322581
49,seq_49,31.0,0.4626865671641791,31.0,0.4626865671641791
50,seq_50,26.0,0.40625,26.0,0.40625
51,seq_51,34.0,0.5396825396825397,31.0,0.49206349206349204
52,seq_52,30.0,0.4838709677419355,29.0,0.47540983606557374
53,seq_53,30.0,0.4838709677419355,26.0,0.41935483870967744
54,seq_54,23.0,0.3770491803278688,21.0,0.35
55,seq_55,25.0,0.4098360655737705,21.0,0.35
56,seq_56,36.0,0.5806451612903226,36.0,0.5806451612903226
57,seq_57,26.0,0.4262295081967213,22.0,0.36666666666666664
58,seq_58,24.0,0.3870967741935484,22.0,0.3548387096774194
59,seq_59,31.0,0.5,28.0,0.45161290322580644
60,seq_60,32.0,0.48484848484848486,32.0,0.48484848484848486
61,seq_61,25.0,0.4098360655737705,21.0,0.35
62,seq_62,23.0,0.3770491803278688,19.0,0.3114754098360656
63,seq_63,31.0,0.5,30.0,0.4918032786885246
64,seq_64,30.0,0.4918032786885246,26.0,0.43333333333333335
65,seq_65,21.0,0.3442622950819672,19.0,0.31666666666666665
66,seq_66,33.0,0.532258064516129,31.0,0.5081967213114754
67,seq_67,29.0,0.47540983606557374,23.0,0.3770491803278688
68,seq_68,32.0,0.5161290322580645,31.0,0.5081967213114754
69,seq_69,34.0,0.5483870967741935,31.0,0.5
70,seq_70,22.0,0.36065573770491804,19.0,0.3114754098360656
71,seq_71,32.0,0.5245901639344263,28.0,0.45161290322580644
72,seq_72,32.0,0.5161290322580645,28.0,0.45161290322580644
73,seq_73,35.0,0.5645161290322581,34.0,0.5483870967741935
74,seq_74,22.0,0.3548387096774194,20.0,0.3225806451612903
75,seq_75,43.0,0.6231884057971014,43.0,0.6231884057971014
76,seq_76,34.0,0.5483870967741935,30.0,0.4918032786885246
77,seq_77,31.0,0.5,31.0,0.5
78,seq_78,34.0,0.5483870967741935,34.0,0.5483870967741935
79,seq_79,26.0,0.41935483870967744,24.0,0.3870967741935484
80,seq_80,36.0,0.5901639344262295,35.0,0.5737704918032787
81,seq_81,34.0,0.5230769230769231,28.0,0.4307692307692308
82,seq_82,21.0,0.3442622950819672,17.0,0.2786885245901639
83,seq_83,29.0,0.46774193548387094,25.0,0.4098360655737705
84,seq_84,31.0,0.5081967213114754,27.0,0.4426229508196721
85,seq_85,25.0,0.4032258064516129,23.0,0.3709677419354839
86,seq_86,29.0,0.4393939393939394,29.0,0.4393939393939394
87,seq_87,35.0,0.5555555555555556,29.0,0.47540983606557374
88,seq_88,32.0,0.5161290322580645,32.0,0.5161290322580645
89,seq_89,35.0,0.5303030303030303,34.0,0.5483870967741935
90,seq_90,25.0,0.4098360655737705,20.0,0.32786885245901637
91,seq_91,29.0,0.46774193548387094,29.0,0.46774193548387094
92,seq_92,27.0,0.43548387096774194,25.0,0.4098360655737705
93,seq_93,33.0,0.5,33.0,0.5
94,seq_94,26.0,0.4262295081967213,23.0,0.38333333333333336
95,seq_95,28.0,0.42424242424242425,28.0,0.42424242424242425
96,seq_96,34.0,0.5483870967741935,32.0,0.5333333333333333
97,seq_97,36.0,0.5373134328358209,36.0,0.5373134328358209
98,seq_98,29.0,0.47540983606557374,26.0,0.43333333333333335
99,seq_99,36.0,0.5454545454545454,36.0,0.5454545454545454
