,header,min_leven[from=nat],perc_min_leven[from=nat],min_leven[from=all],perc_min_leven[from=all]
64,seq_64,34.0,0.5573770491803278,31.0,0.5081967213114754
65,seq_65,33.0,0.5076923076923077,29.0,0.46774193548387094
66,seq_66,31.0,0.47692307692307695,31.0,0.47692307692307695
67,seq_67,35.0,0.5384615384615384,32.0,0.5161290322580645
68,seq_68,35.0,0.5645161290322581,32.0,0.5161290322580645
69,seq_69,35.0,0.5384615384615384,31.0,0.5081967213114754
70,seq_70,31.0,0.47692307692307695,31.0,0.47692307692307695
71,seq_71,37.0,0.5692307692307692,35.0,0.5645161290322581
72,seq_72,36.0,0.5538461538461539,35.0,0.5555555555555556
73,seq_73,34.0,0.5230769230769231,34.0,0.5230769230769231
74,seq_74,32.0,0.49230769230769234,32.0,0.49230769230769234
75,seq_75,37.0,0.5692307692307692,35.0,0.5737704918032787
76,seq_76,37.0,0.5692307692307692,37.0,0.5692307692307692
77,seq_77,35.0,0.5384615384615384,35.0,0.5384615384615384
78,seq_78,33.0,0.5076923076923077,31.0,0.5
79,seq_79,39.0,0.6,38.0,0.6129032258064516
80,seq_80,38.0,0.5846153846153846,36.0,0.5901639344262295
81,seq_81,39.0,0.6,39.0,0.6
82,seq_82,40.0,0.6153846153846154,40.0,0.6153846153846154
83,seq_83,34.0,0.5483870967741935,33.0,0.532258064516129
84,seq_84,36.0,0.5538461538461539,31.0,0.5
85,seq_85,39.0,0.582089552238806,38.0,0.5671641791044776
86,seq_86,36.0,0.5714285714285714,34.0,0.5483870967741935
87,seq_87,33.0,0.5076923076923077,33.0,0.5076923076923077
88,seq_88,40.0,0.6153846153846154,39.0,0.639344262295082
89,seq_89,35.0,0.5737704918032787,31.0,0.5081967213114754
90,seq_90,37.0,0.5692307692307692,37.0,0.5692307692307692
91,seq_91,38.0,0.5846153846153846,38.0,0.5846153846153846
92,seq_92,34.0,0.5230769230769231,34.0,0.5230769230769231
93,seq_93,36.0,0.5538461538461539,33.0,0.5409836065573771
94,seq_94,37.0,0.5692307692307692,34.0,0.576271186440678
95,seq_95,39.0,0.6,38.0,0.6031746031746031
96,seq_96,37.0,0.5692307692307692,37.0,0.5692307692307692
97,seq_97,37.0,0.6065573770491803,33.0,0.5409836065573771
98,seq_98,41.0,0.6307692307692307,40.0,0.625
99,seq_99,37.0,0.5692307692307692,37.0,0.5692307692307692
